"","CT0","CT4","CT8","CT12","CT16","CT20"
"Pom121",0.884522827422445,-1.58516841070897,1.13038086068853,0.233887272074026,-0.0559499988008951,-0.607672550675118
"Rbm14",-0.839544189359652,-0.453592203613611,-0.432559522675631,1.86701112113431,-0.521543622811059,0.380228417325635
"Eif4a3",-0.0472482979093476,0.769547187006928,-1.9359752098547,0.0865339329544603,0.477398084989275,0.649744302813397
"Rprd2",1.26790795168249,0.440391138849855,0.162799820613002,-1.01367586151644,-1.37127064605106,0.513847596422152
"Ints3",0.757383758489208,-1.12758822153042,-0.474943770385172,1.08751301870503,0.805448102647337,-1.04781288792599
"Pwp2",1.23842518221056,-0.994006536355078,-0.727640725950756,-0.940407168775222,0.871607123452532,0.552022125417959
"Ddx10",1.10270698298873,-1.58445441159934,-0.228941424079142,-0.599835479178436,0.691232551540669,0.61929178032752
"Snw1",-0.725347251126833,-0.439534793534002,-0.890135642852087,1.86133674716202,0.146882593515634,0.0467983468352867
"Cdc40",-0.199533432311471,0.163939824096326,-1.2015052850116,1.75820679735286,-0.622926224336547,0.101818320210458
"Hcfc1",1.82984702555657,-0.484330415425029,0.0896105641449004,0.113039404849025,-0.459547064987188,-1.08861951413829
"Eef1a1",1.7343827839558,0.44116343354017,-0.345375261694315,-1.09457820083317,-0.0442555578693716,-0.69133719709911
"Sf3a3",1.04135274111015,-0.458767330158201,-0.24401082861615,1.4333926106612,-0.988520121827131,-0.783447071169896
"Ddx54",-0.131448712152295,-1.8680371361835,0.459285213293291,-0.0439750604529568,0.679226287148235,0.904949408347215
"Kpnb1",0.0912556301766862,-0.509003999910619,1.35230731256155,-0.0701483887892486,-1.55588865569229,0.691478101653928
"Tln2",-0.00470327933552855,-0.256795303446716,1.65178280429761,0.284705312007634,-1.43824244063413,-0.236747092888877
"Cpsf3",0.846240804009914,0.477647951815724,-1.89543338610159,0.100112420718798,-0.177753696851602,0.649185906408752
"Ints4",0.146881271781254,-0.515933626743991,-1.69697131468262,0.84629078313488,1.04140120147432,0.178331685036154
"Rbmx",-0.00710119237184956,0.4697800545404,-1.82985060079835,-0.269757365879005,0.914291399069018,0.722637705439786
"Ephx1",0.0566380687786938,-0.838127568386148,1.61215738880073,0.567031375365305,-1.14436992603082,-0.253329338527767
"Ncoa5",-1.27659065832044,-1.12896872232423,-0.0599320354932814,0.961954721575283,0.886834782629001,0.616701911933652
"Ddx24",0.826062364003061,-1.63299066702786,-0.736156163699376,0.24862629021145,0.970811023220579,0.323647153292146
"Mta2",1.85257231187864,-0.225146466814282,-0.381440178733991,0.204154088301623,-0.351802719614742,-1.09833703501724
"Ylpm1",-0.935994342042662,-0.0890133195726569,-0.900497633481692,1.02477346044192,-0.511214986312375,1.41194682096749
"Ckap5",1.00774332385317,-0.0625638160006286,0.122251724525101,0.685142454978941,0.113767758246665,-1.86634144560325
"Dkc1",0.408150593289373,-1.79358659779076,0.166721065150412,1.14561492178064,-0.333287077353533,0.406387094923888
"Hnrnpa1",0.967296844714832,1.08635340538621,-1.5710014230379,0.0980852800749585,0.0545103506337277,-0.635244457771823
"Gnl2",0.473852588837178,-1.45743208398443,-0.721158397641431,-0.195993551611115,1.32883799727309,0.571893447126708
"Hira",1.02967847567322,-0.129195844909938,-1.0443739457798,0.00119901384143313,1.25923750667364,-1.11654520549854
"Cdk13",-0.661143933930896,1.49303999633794,0.648268446381247,0.314534346498325,-1.21677425735864,-0.577924597927978
