BH.Q	ADJ.P	PER	LAG	AMP
Lin7c	0.116799280286141	0.00754717031043186	24	10	0.389429475750935
Top1mt	0.116799280286141	0.00754717031043186	24	2	0.36567998716046
Ehd2	0.116799280286141	0.00754717031043186	24	2	0.203430800757482
Wdr46	0.14267543670049	0.0105520953573737	20	18	1.42238437576601
Padi4	0.14267543670049	0.0105520953573737	20	18	1.38753423135343
Ncor1	0.14267543670049	0.0105520953573737	20	18	1.36596419020637
Rps18	0.14267543670049	0.0105520953573737	20	16	1.32712120057918
Pex5	0.14267543670049	0.0105520953573737	20	18	1.2867836699948
Tmem115	0.14267543670049	0.0105520953573737	20	6	1.28041938353493
Nemp2	0.14267543670049	0.0105520953573737	24	6	1.23647138160352
Tex10	0.14267543670049	0.0105520953573737	20	16	1.21040896693715
Bhlhe41	0.14267543670049	0.0105520953573737	24	13	1.18006157209473
Nol11	0.14267543670049	0.0105520953573737	20	16	1.1469493412567
Cmtr1	0.14267543670049	0.0105520953573737	20	18	1.13979890214723
Trmt2a	0.14267543670049	0.0105520953573737	20	18	1.12795553466089
Tcea3	0.14267543670049	0.0105520953573737	24	4	1.09168617915143
Pias4	0.14267543670049	0.0105520953573737	20	18	1.0404795576414
Pigp	0.14267543670049	0.0105520953573737	24	20	1.03200704056719
Tdg	0.14267543670049	0.0105520953573737	20	18	1.0148535980897
Dab2	0.14267543670049	0.0105520953573737	20	6	1.00924425292602
Atxn1	0.14267543670049	0.0105520953573737	20	18	1.00755828656098
Msh6	0.14267543670049	0.0105520953573737	20	18	1.0009515204604
Degs1	0.14267543670049	0.0105520953573737	24	6	0.941453858579954
Rpl34	0.14267543670049	0.0105520953573737	20	18	0.917613901833806
Nop53	0.14267543670049	0.0105520953573737	24	18	0.891766866418414
Foxj2	0.14267543670049	0.0105520953573737	24	18	0.884408876350831
Znf740	0.14267543670049	0.0105520953573737	24	6	0.873493901591329
Sdad1	0.14267543670049	0.0105520953573737	24	18	0.863507941618501
Rps16	0.14267543670049	0.0105520953573737	20	18	0.856677985459329
Guf1	0.14267543670049	0.0105520953573737	20	0	0.779880620107966
Fbrs	0.14267543670049	0.0105520953573737	20	18	0.735097612210466
Bpnt1	0.14267543670049	0.0105520953573737	24	4	0.72466152290133
Tsc22d3	0.14267543670049	0.0105520953573737	20	0	0.721197181681578
Pinx1	0.14267543670049	0.0105520953573737	20	18	0.68693002033409
Cd74	0.14267543670049	0.0105520953573737	20	6	0.630982048710665
Phf20	0.14267543670049	0.0105520953573737	20	6	0.585667770366433
Tmcc1	0.14267543670049	0.0105520953573737	24	2	0.582255126140769
Spin1	0.14267543670049	0.0105520953573737	24	2	0.567231143963256
Dedd2	0.14267543670049	0.0105520953573737	20	14	0.561490356014446
Bnip1	0.14267543670049	0.0105520953573737	20	16	0.557851603077807
Pttg1ip	0.14267543670049	0.0105520953573737	22	3.11666666666667	0.553787536865222
Irs1	0.14267543670049	0.0105520953573737	24	2	0.533873380882232
Thap12	0.14267543670049	0.0105520953573737	20	18	0.51910793371186
Haus1	0.14267543670049	0.0105520953573737	20	2	0.48323026620991
Ugt1a2	0.14267543670049	0.0105520953573737	24	14	0.437548777748887
Nfya	0.14267543670049	0.0105520953573737	24	0	0.434786337397287
Foxk2	0.14267543670049	0.0105520953573737	20	18	0.387612267865299
Saysd1	0.14267543670049	0.0105520953573737	24	20	0.363255970212861
Gtf2h4	0.14267543670049	0.0105520953573737	20	12	0.349901705907094
Clec14a	0.14267543670049	0.0105520953573737	24	2	0.267616976875957
Cyb561d2	0.14267543670049	0.0105520953573737	20	2	0.0896098320078175
Fkbp5	0.168685094975996	0.0145769136180113	20	18	1.54434135142298
Cry2	0.168685094975996	0.0145769136180113	20	18	1.43263653307575
Dennd5b	0.168685094975996	0.0145769136180113	20	18	1.41405757610805
Bsdc1	0.168685094975996	0.0145769136180113	20	18	1.37153853973264
Bcar3	0.168685094975996	0.0145769136180113	20	18	1.34636002904697
